Country Name,Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Lettonie,LVA,8030,9070,10100,11010,12030,13770,15460,17700,19320,18210,17880,19230,21140,22590,23850,24860,26680,28600,30390,32340,32810,34120,39230
Région administrative spéciale de Macao, Chine,MAC,31640,35530,38230,41710,50970,54610,59490,74890,68790,69560,84830,99750,109170,124040,125460,101680,101320,109320,115790,113020,68770,73180,73170
Saint-Martin (fr),MAF,,,,,,,,,,,,,,,,,,,,,,,
Maroc,MAR,3840,4180,4360,4670,4970,5240,5740,6030,6420,6540,6760,7160,7150,7390,7010,7550,7590,7800,8140,8440,7890,8780,9410
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,3170,3520,3940,4350,4880,5420,5790,6030,6660,6100,6790,7310,7960,9070,9490,9850,11100,12130,13030,14020,12940,15420,15780
Madagascar,MDG,1230,1300,1120,1220,1290,1340,1410,1510,1590,1490,1470,1480,1440,1440,1470,1450,1510,1500,1540,1600,1470,1600,1730
Maldives,MDV,8110,8000,8590,9700,10440,9420,11730,10880,12020,10910,11240,12220,12630,13540,15000,16180,16890,17720,18750,19740,13380,18780,22840
Afrique du Nord et Moyen-Orient,MEA,11351.1066626646,11605.0631572424,11674.0911009803,12221.2260778216,13311.0303679003,13997.8974145717,14974.9111101325,15900.4397266165,16482.7866353448,16225.103876122,16766.9529429261,17400.2314368771,17942.5924871865,17815.294705837,17533.8061297507,15892.7216008352,15706.5302392278,16424.84263038,16785.0185748898,16908.1993099869,16362.3069328546,17617.2882478191,19632.8219545957
Mexique,MEX,11510,11610,11690,12000,12620,13110,14320,14850,15570,15210,15980,17170,17790,17800,18530,18740,19700,20060,20470,20220,18430,19670,21790
Îles Marshall,MHL,3000,3240,3320,3350,3470,3730,3770,4040,3870,3970,4120,4180,4080,4500,4740,5370,5440,5690,6290,7240,7190,7230,8130
Revenu intermédiaire,MIC,3874.15964341297,4068.48899038061,4271.69939099825,4563.1410279357,4979.87934689685,5432.63015826704,6065.14673260346,6709.33367150634,7224.86968877439,7427.23276147085,7982.47079093293,8562.39417602509,9086.65609598145,9477.5260624652,9792.82902778786,9858.57800482912,10185.280276162,10694.8194357858,11357.827717606,11872.8171484809,11698.3447188183,12908.1533448363,14286.793399832
Macédoine du Nord,MKD,6040,6010,6320,6520,7130,7710,8650,8920,10390,10930,11200,11480,11660,12430,13180,13450,14540,15080,16090,17180,16770,18100,19430
Mali,MLI,1090,1200,1200,1330,1350,1430,1490,1530,1590,1600,1660,1700,1640,1700,1800,1910,2050,2080,2170,2220,2150,2230,2420
Malte,MLT,17670,18630,19750,20850,21460,21630,22370,23820,26110,25250,27240,28290,28820,30690,32560,35390,35820,39140,41600,45040,40620,45630,50230
Myanmar,MMR,940,1060,1200,1380,1590,1850,2140,2440,2730,3020,3320,3550,3660,3980,4150,4270,4310,4520,4910,5260,4880,4470,4910
Afrique du Nord et Moyen-Orient (hors revenu élevé),MNA,7135.96900469968,7399.14890480823,7604.36224783635,7768.8510528336,8436.77321157506,8806.78820242586,9424.8659745839,10182.2450868332,10587.8857335642,10653.4530458149,11060.7375823112,11030.036216684,11264.6071708681,11092.2586725975,10748.719109042,10109.7728931282,10207.0628014782,10629.8904282482,10879.1532227372,10947.0737044611,10666.4970553198,11467.9781413137,12624.3687715278
Monténégro,MNE,6310,7110,7500,7770,8250,8410,10630,12610,14020,13050,13540,14590,14100,15160,15580,16690,18360,20090,21770,24060,20810,23800,27570
Mongolie,MNG,3630,3800,4000,4300,4860,5250,5870,6510,7090,6880,7020,8260,9550,10080,10290,9870,9940,9830,11190,11550,11150,11000,12530
Mariannes,MNP,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,440,500,500,580,640,670,720,790,840,900,940,1020,1050,1090,1140,1280,1340,1250,1290,1310,1240,1230,1210
Mauritanie,MRT,2990,2880,3050,3250,3420,3720,4250,4210,4210,4190,4130,4210,4220,4440,4230,4180,4740,5180,5470,5550,5460,5580,6260
Maurice,MUS,9110,9610,9850,10480,11190,11680,12640,13930,14760,15030,16100,16560,17790,18610,19420,20410,21680,22690,24710,25910,22380,24330,26450
Malawi,MWI,980,920,930,980,1030,1070,1120,1230,1320,1390,1450,1510,1460,1560,1520,1420,1470,1430,1490,1560,1550,1610,1700
Malaisie,MYS,11980,12110,12740,13580,14580,15600,16860,18160,18830,18480,19510,20800,21700,22190,23220,23510,24180,25200,26630,28090,26750,28350,32410
Amérique du Nord,NAC,35998.3305033291,36895.0709955118,37618.3922077472,38956.885002402,41198.6209316354,43675.752352723,46199.0176842803,47390.0400357302,47554.978970637,46158.0194384656,48088.3507047997,49881.5728264648,51977.2194127479,53311.6597286407,55505.9533630238,56762.359617936,57573.7852184756,59807.6615815307,62545.0326846137,64540.4377688891,62932.0725745298,69231.7011536238,75838.4778961123
Namibie,NAM,5150,5180,5510,5970,6570,6670,7330,7660,7920,7860,8130,8690,9080,9840,10550,10770,10370,10150,10120,10180,9510,9890,11190
Nouvelle-Calédonie,NCL,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,790,840,870,870,880,940,990,1000,1060,1050,1110,1120,1190,1160,1190,1190,1180,1200,1280,1330,1230,1330,1380
Nigéria,NGA,,,,,,,,,3920,4120,4380,4580,4660,4880,5240,5200,5080,5010,5070,5190,5080,5330,5700
Nicaragua,NIC,2640,2730,2770,2870,3080,3300,3470,3710,3860,3690,3850,4120,4220,4350,4700,5030,5350,5610,5480,5420,5160,5880,6380
Pays-Bas,NLD,31690,32330,33470,33700,35280,36980,40720,43450,44180,42870,44640,46440,46750,48890,48740,49780,51020,54460,57610,58980,57870,65520,70210
Norvège,NOR,36480,37850,38160,38900,42750,48490,54410,56010,61800,55940,58850,63060,66330,68090,68420,63250,61860,66940,73090,72050,67820,83750,118470
Népal,NPL,1320,1390,1390,1450,1540,1630,1730,1830,1970,2060,2170,2280,2490,2670,2930,2970,2960,3530,3830,4130,4020,4280,4750
Nauru,NRU,,,,,,,,4410,6760,6840,6940,7980,10190,11050,12390,12920,13740,13080,13590,15520,17160,19480,19630
Nouvelle-Zélande,NZL,20280,21390,22130,22850,23690,24020,25870,27240,27660,29420,29670,31220,31620,34810,35790,36240,38650,40620,40970,44720,44640,47140,50910
Pays membres de l'OCDE,OED,24780.2675200128,25553.426483927,26282.9054332933,27042.7473429209,28519.9570915384,29908.5049915031,31978.4880701092,33343.3901739149,34041.2215306862,33192.7339699002,34649.918125894,36171.8423064913,37290.9719515485,38546.3833658005,39771.9904937558,40820.8069245699,42079.9521798509,43760.0815879711,45452.2828905263,47030.5755407605,45593.0650520278,49554.4043296791,54612.5049931146
Oman,OMN,38090,40130,39690,39750,41060,41950,45370,47780,50580,52350,50330,47580,47720,45810,42510,35400,32870,32980,33150,32910,32510,35280,38640
Autres petits états,OSS,10391.8343004286,10990.447234274,11450.7336938435,12052.6476511819,12955.6631913259,13734.1163549526,16075.1428863186,17830.1990241476,19160.4885611096,18810.6114526663,20195.7013476299,22210.0022602315,23676.1001890547,24061.3191345472,23871.7115457048,20630.8831395436,20083.4134537199,21515.6367445839,21930.2192955823,22619.6368936239,21592.5346603994,22989.5987362889,25132.393299155
Pakistan,PAK,2520,2590,2620,2770,3010,3260,3490,3650,3720,3770,3810,3930,4090,4220,4350,4510,4650,4820,5160,5280,5190,5700,6260
Panama,PAN,8360,8420,8800,8830,9470,10240,11250,12870,14130,14240,14590,16690,18170,20310,21800,24700,26930,29770,30960,31770,26910,31000,37540
Pérou,PER,4890,4990,5260,5470,5720,6140,6620,7350,8190,8330,8950,9630,10010,10620,10890,11090,11440,11870,12360,12800,11500,12750,14010
Philippines,PHL,3760,3890,4010,4200,4510,4800,5090,5460,5710,5840,6210,6450,6930,7330,7700,7940,8460,8880,9480,10010,8830,9250,10730
Palaos,PLW,10750,11730,12330,11820,12490,13570,14230,15310,14990,13790,14260,15760,16630,16510,17700,19260,19570,18720,17770,18420,17760,16120,
Papouasie-Nouvelle-Guinée,PNG,2120,2070,2030,2000,2070,2230,2230,2450,2460,2520,2720,2660,2890,2880,3470,3460,3680,3780,3740,3830,3830,3840,4180
Pologne,POL,10630,11090,11770,12170,12930,13620,14760,16230,17920,18640,20200,21850,22690,23440,24350,25820,27070,28690,30680,33510,33970,36510,42390
de Pré-dividende démographique,PRE,,,,,,,,,2859.25925943099,2918.0727981562,3029.99736970284,3139.57866515075,3229.14595327376,3346.54441978541,3487.61079146263,3325.38291335616,3350.49402892154,3420.78070281347,3487.75159997057,3572.02731304802,3433.6793605194,3587.73033723262,3891.10577534561
Porto Rico,PRI,15400,15830,16030,16480,18710,19190,19860,20720,20610,20150,20210,20840,21840,22320,22620,22900,23040,22940,23470,24410,23370,24800,27840
Corée, République démocratique de,PRK,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,18570,19190,20050,20640,21210,22420,23980,25000,25770,25580,26390,26340,25810,27560,28150,28870,30840,32270,34080,36330,34410,36360,41290
Paraguay,PRY,6040,6140,6320,6160,6630,6940,7680,8620,9340,9240,10270,10900,10390,11490,11930,11960,12550,13140,13690,13750,13590,14580,15540
Cisjordanie et Gaza,PSE,3090,2710,2310,2610,3160,3590,3610,3800,4040,4200,4360,4780,5610,5810,6090,6680,7080,7250,7580,7660,6620,7470,8170
Petits états insulaires du Pacifique,PSS,3805.94184186575,3817.88231258927,3940.31080536442,3999.65362849403,4230.46791052056,4434.12169575898,4455.04226460363,4572.76289484044,4684.24743480566,4681.46667020911,4786.98636861493,4983.16351617704,5180.974011817,5569.95502501381,6124.2281748419,6510.95017442451,6646.80131819555,6861.67843051289,7227.66248938197,7322.39445288215,6548.47003512966,6506.0674516798,7689.20903566368
de Post-dividende démographique,PST,27072.3184873725,28056.7417188546,28942.2740585956,29877.1634213391,31555.4463023818,33140.3375858342,35402.0040292839,36920.1448977118,37634.0378914068,36657.7097496649,38244.1653993205,39809.6334708359,41035.6807739671,42455.5225139948,43697.8582467871,44748.1897569073,46095.7550981353,48050.4748741237,50062.0469382549,52021.0185384389,50468.3358369913,54930.6229043748,60310.0562241154
Polynésie française,PYF,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,81720,86080,88610,91970,102500,97690,115310,115220,117170,113680,128270,144820,152630,150400,136870,96610,84380,91940,91750,92250,92020,100930,110050
Roumanie,ROU,5810,6480,7090,7380,8610,9320,11170,13260,16410,16420,17150,18570,19480,19390,20540,21400,23580,26560,29030,32600,32940,35400,40030
Fédération de Russie,RUS,6650,7260,7880,8970,10010,11540,14480,16280,19600,18760,19860,22130,23560,25170,24910,23420,23460,25230,28120,29120,29310,33080,35540
Rwanda,RWA,610,670,750,770,820,910,1000,1080,1180,1230,1300,1400,1430,1480,1630,1730,1790,1870,2020,2210,2130,2420,2730
Asie du Sud,SAS,2078.09811165714,2180.58098412664,2255.30222176396,2421.04801014278,2631.09326303215,2872.37005532392,3138.26640176953,3412.16548645861,3536.43039676202,3754.73479625601,4012.84322071414,4249.69417901971,4581.97718080262,4765.28968056508,4940.044684115,5152.5173728689,5476.14713098849,5780.57386847566,6224.050520587,6517.47051218719,6211.68626233437,6928.4721453849,7823.59774683111
Arabie saoudite,SAU,38340,37970,36490,40310,43860,46390,47340,47850,49970,47560,48640,53810,55510,54850,55530,49420,46680,48260,49310,49480,48180,52500,59870
Soudan,SDN,2590,2780,2900,3070,3220,3420,3620,3830,3900,3760,3680,4000,3710,3700,4460,4420,4720,4430,4200,4090,3870,3920,4150
Sénégal,SEN,1990,2080,2050,2170,2270,2390,2460,2530,2610,2610,2660,2660,2730,2730,2820,2940,3040,3170,3360,3480,3510,3770,4060
Singapour,SGP,43510,42820,44180,47480,51090,55490,62320,66980,65230,62780,74580,77300,78420,78530,81490,81040,84030,88700,88300,90900,86640,99420,107070
Îles Salomon,SLB,1530,1410,1340,1440,1570,1700,1740,1760,1820,1850,2050,2140,2230,2450,2430,2420,2480,2570,2660,2700,2670,2680,2670
Sierra Leone,SLE,660,610,740,800,840,880,810,1080,1170,1190,1140,1230,1260,1710,1720,1560,1630,1570,1630,1700,1640,1760,2250
El Salvador,SLV,4320,4430,4530,4650,4810,5090,5510,5760,6000,5830,6020,6340,6350,6650,7000,7350,7750,8140,8510,8930,8320,9600,10460
Saint-Marin,SMR,,,,,,,,,,,,,,,,,,53910,54920,57330,53740,61060,
Somalie,SOM,,,,,,,,,,,,,,1050,1220,1420,1500,1550,1580,1610,1530,1600,1700
Serbie,SRB,6020,6490,7200,7600,8420,8970,9910,10890,12290,12350,12530,13220,13470,14060,14100,14230,14980,15540,16810,18360,18970,20650,22720
Afrique subsaharienne (hors revenu élevé),SSA,2081.07524840338,2147.91832460766,2215.93157135115,2279.34970339524,2406.4710872947,2570.0024817188,2744.58916070439,2901.356149851,3001.31976488578,3036.70400944546,3148.6491401439,3268.70251983337,3283.62296914272,3407.55898555929,3610.25192553827,3622.67126704021,3671.97634558786,3700.67709999927,3792.19216017042,3870.05058557708,3769.78700255637,3986.3760903755,4309.0777552095
Soudan du Sud,SSD,,,,,,,,,,,,1570,1380,1850,1210,1040,,,,,,,
Afrique subsaharienne,SSF,2082.64812081678,2149.46693194988,2217.31011936339,2280.655425634,2407.82813390841,2571.51215347687,2746.27027518279,2903.01210469394,3002.81970353596,3038.15368224268,3150.15724839463,3270.34577021564,3285.41211167053,3409.20822657724,3612.0438628176,3624.41592960539,3674.02396670029,3703.0649836084,3794.20793779984,3872.19112624351,3771.73840208692,3988.46442971182,4311.45794187566
Petits états,SST,9656.29959057011,10158.9899691984,10602.3018302087,11201.7110042389,12043.1578565203,12758.511663312,14715.405509107,16194.4600544533,17290.1813261026,16940.9555026654,18059.0231145215,19574.6124280592,20809.7076384917,21217.9405618332,21175.3410396025,18792.4192718333,18339.5440441814,19589.1214158441,19983.9866496492,20602.1853209048,19541.044502607,20910.6056504087,23205.9843728718
Sao Tomé-et-Principe,STP,,1820,1870,2040,2110,2280,2600,2730,2820,2860,2850,2900,2630,2950,3250,3120,3280,3360,3550,3620,3740,3880,4110
Suriname,SUR,7200,7080,7800,8330,9120,9890,10640,11590,12240,12490,12820,13200,14720,15900,16540,16680,13900,15810,17050,17260,13600,14260,16260
République slovaque,SVK,11330,12400,13280,13500,14640,16220,18390,20640,23320,22960,24870,25350,26540,27810,28700,29320,28950,29600,30880,32650,32640,33530,36840
Slovénie,SVN,17960,18940,20060,20890,22440,23630,25400,26940,28830,27080,27460,28540,28590,29570,30590,30650,33080,35850,38390,41490,40680,43500,47370
Suède,SWE,29640,29960,31010,32350,34050,34710,38710,42140,43610,41220,43370,45520,46470,47350,48180,49520,50740,52870,54590,58110,58180,62780,67630
Eswatini,SWZ,4690,5020,4950,5100,5500,6310,6520,7000,7060,7040,7140,7340,7510,8100,8200,8240,8030,7660,7960,7960,7880,9240,9830
Sint Maarten (Dutch part),SXM,,,,,,,,,,34480,36160,39410,34930,34800,41150,41970,42090,42220,39820,43640,38080,41330,48360
Seychelles,SYC,13930,14230,13240,13340,14310,16010,17670,18190,17370,17260,17940,20270,22110,20930,22870,22470,26080,30190,26550,28460,26590,28840,28350
République arabe syrienne,SYR,,,,,,,,,,,,,,,,,,,,,,,
Îles Turques-et-Caïques,TCA,,,,,,,,,,,,,,,20910,22140,24190,25260,26120,26400,19520,21920,24410
Tchad,TCD,760,840,880,860,1140,1320,1310,1380,1360,1580,1770,1760,1690,1500,1600,1760,1630,1560,1580,1600,1550,1550,1640
Asie de l’Est et Pacifique (BIRD et IDA),TEA,3282.14396937184,3552.29293681255,3862.25667789216,4241.92774804934,4701.75499677191,5248.16033627553,5956.77684301892,6808.07468962848,7476.47878778117,7984.17155070974,8774.75334412618,9595.59629845683,10421.2409473516,10954.5865824626,11539.7887372062,11808.3669767103,12331.7449979139,13038.9896944724,14086.90773593,15093.9371358144,15277.4936088495,17009.6585786971,18784.1367969626
Europe et Asie centrale (BIRD et IDA),TEC,6480.76064208435,6879.28903294839,7368.16600717342,8010.40727289749,8936.71190801472,9914.17476065116,11659.1076728711,13034.5998205346,14849.0242203627,14443.126362014,15467.6058363628,16990.7989155155,18004.2685068543,19234.3990954954,19703.2369899672,19619.1759219357,20097.1006073845,21394.7780213116,22868.0919219753,23813.8907551022,23867.2113383701,26239.9546884491,29506.1102195073
Togo,TGO,1320,1330,1370,1460,1440,1380,1420,1410,1460,1500,1570,1730,1680,1750,1830,1930,1950,1970,2060,2150,2190,2350,2610
Thaïlande,THA,7140,7420,7870,8470,9150,9740,10550,11370,11670,11600,12440,12960,13920,14130,14360,14670,15470,16250,17220,18070,17420,18180,20070
Tadjikistan,TJK,990,1080,1210,1330,1500,1920,2210,2500,2740,2600,2840,3150,3480,3950,4060,3700,3570,3710,4040,4320,4500,5190,5680
Turkménistan,TKM,4070,4350,4360,4580,4860,5280,6010,6990,7850,8180,8680,9850,10530,11220,11850,12440,13030,13130,14050,15060,,,
Amérique latine et Caraïbes (BIRD et IDA),TLA,8480.2912841636,8599.33224987771,8614.64878921834,8838.37249891479,9432.36960993276,10036.6496226838,10992.7146930567,11829.4833071744,12449.1972977857,12244.7188366864,12969.7155045073,13806.3417054765,14123.9192003018,14639.838908728,14943.9826864123,14777.5519973599,14981.9030134774,15582.5592474567,15969.6957490618,16187.6743168798,15269.8107714667,16732.9466517319,18536.0857690172
Timor-Leste,TLS,1770,1950,2220,1810,2090,2570,3880,5420,8340,6240,7340,9060,8690,7340,6220,5060,4220,4470,4520,6020,6910,6060,4740
Afrique du Nord et Moyen-Orient (BIRD et IDA),TMN,7178.43805925706,7448.9586162798,7661.19669326043,7824.62241466542,8494.32732481258,8864.04239562734,9489.08101797391,10253.1188178038,10661.272814287,10726.3424789276,11136.8455405051,11101.5936212349,11329.9562116134,11153.5978912513,10802.9372768075,10149.767273752,10243.690731937,10669.6517847683,10918.2405443217,10986.2589547715,10715.2222732394,11516.5246831771,12678.8978309024
Tonga,TON,3520,3680,3960,4050,4060,4110,4290,4390,4680,4520,4610,5000,5140,5250,5380,5540,5960,6510,6830,7150,7290,7160,
Asie du Sud (BIRD et IDA),TSA,2078.09811165714,2180.58098412664,2255.30222176396,2421.04801014278,2631.09326303215,2872.37005532392,3138.26640176953,3412.16548645861,3536.43039676202,3754.73479625601,4012.84322071414,4249.69417901971,4581.97718080262,4765.28968056508,4940.044684115,5152.5173728689,5476.14713098849,5780.57386847566,6224.050520587,6517.47051218719,6211.68626233438,6928.4721453849,7823.59774683112
Afrique subsaharienne (BIRD et IDA),TSS,2082.64812081678,2149.46693194988,2217.31011936339,2280.655425634,2407.82813390841,2571.51215347687,2746.27027518278,2903.01210469394,3002.81970353596,3038.15368224268,3150.15724839463,3270.34577021564,3285.41211167053,3409.20822657724,3612.0438628176,3624.41592960539,3674.02396670029,3703.0649836084,3794.20793779984,3872.19112624351,3771.73840208692,3988.46442971183,4311.45794187566
Trinité-et-Tobago,TTO,12760,13760,15120,17420,19820,21150,24480,26380,27660,26210,27350,25840,27470,28110,28250,27590,25750,26540,25730,26100,23450,25330,26260
Tunisie,TUN,5940,6250,6370,6750,7280,7620,8240,8890,9320,9640,9960,9840,10000,10000,10310,10200,10410,10620,11040,11280,10250,11170,12150
Turquie,TUR,9360,8930,9110,9420,10710,11740,13430,14730,15880,15260,17200,19420,20470,22170,23890,25570,26410,27840,27900,27610,27640,30310,37090
Tuvalu,TUV,,4760,5930,4210,4590,4510,4540,5310,5220,5250,4750,4750,4080,5080,4470,5860,5890,5870,6350,6720,6580,6850,7310
Tanzanie,TZA,1150,1190,1290,1350,1450,1560,1700,1790,1870,1940,2020,2150,2040,2130,2180,2270,2370,2410,2540,2640,2640,2800,3050
Ouganda,UGA,1110,1150,1240,1300,1380,1470,1640,1770,1910,1980,2060,2240,1990,1990,2070,2130,2100,2080,2180,2280,2320,2420,2640
Ukraine,UKR,3990,4550,4920,5550,6440,6880,7630,8600,8940,7640,8240,8790,9600,10950,10620,10590,11260,12030,12760,13510,13390,13870,13350
Revenu intermédiaire, tranche supérieure,UMC,4996.7545165855,5263.51349296802,5562.24253199893,5955.52686672246,6556.36608903061,7210.01595427323,8184.81448501502,9155.0432421748,10042.7420565443,10317.0050204446,11192.151325047,12151.9909532564,12975.8619271153,13617.0680861104,14130.5521929603,14178.5361998375,14596.4875806195,15385.9336877178,16387.3425014983,17214.2416201051,17162.4101959051,19098.0894098398,21123.407974912
Uruguay,URY,10810,10600,10000,9800,10520,11830,12760,13940,15080,15740,17050,18320,17920,19420,20330,21020,21570,22110,22600,23350,22040,23140,26250
États-Unis,USA,36800,37710,38430,39760,42070,44550,47140,48300,48400,47030,49050,50870,53130,54380,56670,58180,58870,61160,64060,66290,64770,71130,77950
Ouzbékistan,UZB,2620,2750,2880,3030,3330,3640,3970,4590,5100,5300,5560,5950,6130,6410,6580,6790,6860,6970,7500,7810,7840,8650,9640
Saint-Vincent-et-les Grenadines,VCT,6180,6510,6970,7520,8010,8530,9580,10330,10630,10740,10440,10640,11000,11640,11730,12140,13420,13520,14350,14770,14350,14960,16820
Venezuela,VEN,11480,11870,10640,9870,11730,13340,15010,16780,17590,16720,16380,16960,,,,,,,,,,,
Îles Vierges britanniques,VGB,,,,,,,,,,,,,,,,,,,,,,,
Îles Vierges (EU),VIR,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,2520,2710,2890,3120,3410,3740,4080,4420,4710,4890,5220,5630,6160,6490,6970,7210,7820,8500,9360,10150,10560,11130,12810
Vanuatu,VUT,2040,2030,1850,1910,1980,2070,2310,2370,2610,2550,2570,2660,2580,2740,2850,2830,2930,3040,3210,3660,3350,3530,3780
Monde,WLD,7979.43609291401,8262.45843894336,8525.85939299884,8887.97162056132,9490.52826407965,10094.0599955898,10954.6338766882,11695.5819891264,12196.1467989022,12146.6278104127,12806.8961259978,13493.5554096377,14057.2550401343,14534.22792014,14947.8367764404,15072.4704359071,15477.7070881858,16143.0491688029,16921.8482694508,17576.737601364,17155.0014607306,18724.2114879079,20593.4237140938
Samoa,WSM,,,3260,3480,3680,4020,4230,4370,4580,4630,5030,5240,5110,5160,5230,5530,5960,6060,6080,6360,6210,6000,5930
Kosovo,XKX,,,,,,,,,6850,6980,7350,7970,8300,8580,8830,9510,10130,10650,11200,12070,11580,13360,15160
Yémen, Rép. du,YEM,3100,3200,3250,3320,3410,3570,3410,3740,3800,3830,4070,3500,3520,3710,,,,,,,,,
Afrique du Sud,ZAF,7980,8250,8670,9000,9630,10360,11170,11820,12300,12150,12520,12970,12810,13230,13220,13270,13350,13560,13930,14080,13360,14440,15590
Zambie,ZMB,1660,1740,1790,1910,1960,2070,2190,2300,2530,2830,2930,3110,3300,3360,3390,3290,3220,3240,3450,3450,3270,3630,3980
Zimbabwe,ZWE,1740,1840,1750,1500,1370,1330,1250,1150,780,1350,1660,1850,2090,2270,2270,2310,2390,2070,2410,2260,2060,2280,2550
